,index,점포명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호
616,1794,GS25 중랑팰리스점,서울특별시,중랑구,서울특별시 중랑구 망우로 312-1,서울특별시 중랑구 상봉동 101-2,37.596527,127.0871344,02-432-9319
617,1795,GS25 용마파크,서울특별시,중랑구,서울특별시 중랑구 용마산로 248,서울특별시 중랑구 면목동 1339,37.5752055633,127.0884742,02-433-0417
618,1796,GS25 중랑지웰,서울특별시,중랑구,"서울특별시 중랑구 면목로69길 16, 101동 103호",서울특별시 중랑구 면목동 538 101동 103호,37.58725253,127.0863427,02-438-0228
619,1797,GS25 중화다미소점,서울특별시,중랑구,서울특별시 중랑구 동일로136길 10,서울특별시 중랑구 중화동 286-22,37.6020245,127.0801001,02-2209-4959
620,1798,GS25 상봉뉴월드점,서울특별시,중랑구,서울특별시 중랑구 망우로30길 3,서울특별시 중랑구 상봉동 130-3,37.5930326,127.0747358,02-432-2745
621,1799,CU 면목중앙점,서울특별시,중랑구,서울특별시 중랑구 면목로56가길 8,서울특별시 중랑구 면목동 409-47,37.5844605,127.0889145,02-2207-6103
622,1800,CU 면목행복점,서울특별시,중랑구,서울특별시 중랑구 겸재로50길 9,서울특별시 중랑구 면목동 104-14,37.5887072795,127.0910119169,02-495-4196
624,1802,CU 망우행복점,서울특별시,중랑구,서울특별시 중랑구 용마산로118길 130,서울특별시 중랑구 망우동 135-4,37.600864,127.1076756,02-434-7428
625,1803,CU 묵동먹골역점,서울특별시,중랑구,서울특별시 중랑구 공릉로2가길 28,서울특별시 중랑구 묵동172-26번지,37.613327304,127.0788287,02-948-9652
626,1804,GS25 망우금호,서울특별시,중랑구,"서울특별시 중랑구 망우로 504, 1층",서울특별시 중랑구 망우동 133-7 1층,37.6002329,127.1080069691,080-855-5525
627,1805,GS25 망우으뜸,서울특별시,중랑구,서울특별시 중랑구 망우로68길 56,서울특별시 중랑구 망우동 364-39,37.5974471,127.1009020799,02-435-3664
628,1806,GS25 망우제일,서울특별시,중랑구,서울특별시 중랑구 용마산로112길 37,서울특별시 중랑구 망우동 366-4,37.5987165472,127.1025649,02-433-8896
629,1807,GS25 망우한마음,서울특별시,중랑구,서울특별시 중랑구 용마산로99길 9,서울특별시 중랑구 망우동 531-24,37.5918396,127.097419,02-433-5972
630,1808,GS25 면목서일,서울특별시,중랑구,서울특별시 중랑구 용마산로94길 31,서울특별시 중랑구 면목동 46-12,37.5888318,127.0985842,02-434-7118
631,1809,GS25 면목한신,서울특별시,중랑구,서울특별시 중랑구 겸재로3길 54,서울특별시 중랑구 면목동 178-30,37.5883513,127.0767493,02-436-6480
632,1830,CU 우면프라자점,서울특별시,서초구,서울특별시 서초구 태봉로 70,서울특별시 서초구 우면동 721-1,37.4645396185,127.02558235,02-578-5776
633,1831,GS25 서초LG점,서울특별시,서초구,서울특별시 서초구 양재대로11길 19,서울특별시 서초구 양재동 221,37.4612216436,127.0344473862,02-575-0408
634,1862,세븐일레븐 서초프라자점,서울특별시,서초구,서울특별시 서초구 강남대로61길 25,서울특별시 서초구 서초동 1316-1,37.498429,127.023952,02-595-4388
635,1863,GS25 서초우면점,서울특별시,서초구,서울특별시 서초구 바우뫼로7길 13,서울특별시 서초구 우면동 65-1,37.470943,127.024673,02-529-5424
638,1911,CU 방배롯데캐슬점,서울특별시,서초구,서울특별시 서초구 방배중앙로29길 25,서울특별시 서초구 방배동 763-1,37.4964009907,126.984022,02-532-3305
639,1912,미니스톱 방배홈타운점,서울특별시,서초구,서울특별시 서초구 동광로 9,서울특별시 서초구 방배동 2133,37.4910237837,126.984045,02-594-3842
640,1913,세븐일레븐 서초19호점,서울특별시,서초구,서울특별시 서초구 사임당로17길 113,서울특별시 서초구 서초동 1668-12,37.4933246,127.0187824,02-3472-2483
641,1914,CU 서초도시점,서울특별시,서초구,서울특별시 서초구 서초대로64길 9,서울특별시 서초구 서초동 1679-5,37.4951945,127.0208388164,02-587-6474
642,1915,GS25 서초아남점,서울특별시,서초구,서울특별시 서초구 서초대로64길 55,서울특별시 서초구 서초동 1635-6,37.4932295,127.021552,080-855-5525
643,1916,미니스톱 삼성타운점,서울특별시,서초구,서울특별시 서초구 서초대로78길 22,서울특별시 서초구 서초동 1327-1,37.4958041937,127.0275470901,02-3472-4399
644,1917,세븐일레븐 서초퍼스트점,서울특별시,서초구,서울특별시 서초구 효령로72길 33,서울특별시 서초구 서초동 1344-29,37.486958,127.027001113,02-521-2846
646,1919,미니스톱 서초남부점,서울특별시,서초구,서울특별시 서초구 남부순환로323길 38-17,서울특별시 서초구 서초동 1454-3,37.482743,127.014739,02-3473-5357
647,1920,GS25 서초대림점,서울특별시,서초구,서울특별시 서초구 명달로4길 32,서울특별시 서초구 서초동 1467-65,37.480353,127.007658,02-3471-8928
648,1921,GS25 서초동일점,서울특별시,서초구,서울특별시 서초구 서초대로50길 62-4,서울특별시 서초구 서초동 1568-5,37.4906060324,127.013382,02-597-9890
649,1922,미니스톱 서초라디안점,서울특별시,서초구,서울특별시 서초구 서초중앙로 49,서울특별시 서초구 서초동 1600-7,37.486186,127.0151512063,02-521-8506
650,1923,미니스톱 서초이오빌,서울특별시,서초구,서울특별시 서초구 효령로53길 45,서울특별시 서초구 서초동 1593-7,37.4865263208,127.012911,02-581-8904
651,1924,CU 서초효령점,서울특별시,서초구,서울특별시 서초구 반포대로14길 42,서울특별시 서초구 서초동 1589-12,37.485824,127.013426,02-521-1121
652,1925,세븐일레븐 강남본점,서울특별시,서초구,서울특별시 서초구 서초대로77길 27,서울특별시 서초구 서초동 1307-19,37.5001258792,127.025504014,02-599-2764
653,1926,GS25 서초디오빌점,서울특별시,서초구,서울특별시 서초구 서초대로73길 54,서울특별시 서초구 서초동 1309-1,37.502058,127.0240706415,02-3482-7896
655,1955,미니스톱 방배현대점,서울특별시,서초구,서울특별시 서초구 방배로 57,서울특별시 서초구 방배동 982-2,37.4796581,126.998435,02-587-2683
656,1956,GS25 방배E푸른점,서울특별시,서초구,서울특별시 서초구 서초대로27길 57,서울특별시 서초구 방배동 850-3,37.4904732598,126.993423543,02-593-2218
657,1957,CU 방배이수역점,서울특별시,서초구,서울특별시 서초구 동광로12가길 26,서울특별시 서초구 방배동 1457,37.4874102,126.983524,02-537-4764
658,1958,세븐일레븐 반포사평로점,서울특별시,서초구,서울특별시 서초구 사평대로6길 7,서울특별시 서초구 방배동 727-3,37.4977192,126.9909304832,02-535-3955
659,1959,세븐일레븐 방배8호점,서울특별시,서초구,서울특별시 서초구 방배중앙로 185,서울특별시 서초구 방배동 761-7,37.4955295,126.985613,02-599-2210
660,1974,CU 서초염곡점,서울특별시,서초구,서울특별시 서초구 염곡말길 19,서울특별시 서초구 염곡동 106-7,37.4620188147,127.052218,02-575-3118
661,1975,CU 반포중앙점,서울특별시,서초구,서울특별시 서초구 사평대로53길 27,서울특별시 서초구 반포동 733-14,37.5054426335,127.021345,02-546-3208
662,1976,GS25 반포중앙점,서울특별시,서초구,서울특별시 서초구 사평대로55길 37,서울특별시 서초구 반포동 739-35,37.505669,127.022012,02-514-4249
663,1977,GS25 반포타운점,서울특별시,서초구,서울특별시 서초구 사평대로53길 36,서울특별시 서초구 반포동 734-22,37.5059554,127.0213746,02-511-4325
664,1978,미니스톱 서초반포점,서울특별시,서초구,서울특별시 서초구 사평대로57길 44,서울특별시 서초구 반포동 737,37.5063505838,127.0227736548,02-541-4927
665,1979,세븐일레븐 반포3호점,서울특별시,서초구,서울특별시 서초구 반포대로 300-3,서울특별시 서초구 잠원동76-7,37.505772,127.001214,02-533-5716
666,1980,미니스톱 반포삼공점,서울특별시,서초구,서울특별시 서초구 고무래로 6-3,서울특별시 서초구 반포동 58-7,37.5037718836,127.009915,02-595-3624
667,1981,세븐일레븐 반포서래점,서울특별시,서초구,서울특별시 서초구 서래로6길4,서울특별시 서초구 반포동 90-1,37.497673,126.998499,02-3476-8359
668,1982,GS25 구반포역점,서울특별시,서초구,서울특별시 서초구 신반포로3길 7,서울특별시 서초구 반포동 817,37.50192985,126.9863158,02-532-2579
669,1983,세븐일레븐 반포2호점,서울특별시,서초구,서울특별시 서초구 신반포로 41,서울특별시 서초구 반포동 1189,37.501962571,126.9890300196,02-596-2224
670,1984,GS25 방배브라운점,서울특별시,서초구,서울특별시 서초구 방배로 146,서울특별시 서초구 방배동 898-6,37.4869341518,126.994409823,02-588-0108
671,1985,세븐일레븐 방배17호점,서울특별시,서초구,서울특별시 서초구 도구로 77,서울특별시 서초구 방배동 957-3,37.4834268127,126.986703,02-582-7058
672,1986,미니스톱 사당역점,서울특별시,서초구,서울특별시 서초구 방배천로 5-3,서울특별시 서초구 방배동 445-5,37.4770506868,126.982209,02-586-2834
673,1987,미니스톱 방배본점,서울특별시,서초구,서울특별시 서초구 효령로 18,서울특별시 서초구 방배동 477-8,37.4771435,126.987064,02-581-2209
674,1988,미니스톱 방배중앙점,서울특별시,서초구,서울특별시 서초구 효령로34길 23-3,서울특별시 서초구 방배동 985-20,37.4807389487,126.999765,02-587-9989
722,2256,CU,서울특별시,서대문구,서울특별시 서대문구 독립문공원길 17,서울특별시 서대문구 현저동 200,37.57238119,126.9551984,02-365-5792
723,2257,CU,서울특별시,서대문구,서울특별시 서대문구 경기대로48,서울특별시 서대문구 충정로2가 188-1,37.563452,126.962578,02-356-6807
724,2258,CU,서울특별시,서대문구,서울특별시 서대문구 연희로 126,서울특별시 서대문구 연희동 88-13,37.568722,126.932677,02-333-5318
725,2259,CU,서울특별시,서대문구,서울특별시 서대문구 연희맛로 38,서울특별시 서대문구 연희동 134-28,37.568145,126.9311672,02-3143-6338
726,2260,CU,서울특별시,서대문구,서울특별시 서대문구 연희로5길 66,서울특별시 서대문구 연희동 220-22,37.565642,126.9255303,02-335-6967
727,2261,GS25,서울특별시,서대문구,서울특별시 서대문구 가좌로 31,서울특별시 서대문구 연희동 719-7,37.577226,126.932003,02-3143-0804
728,2262,미니스톱,서울특별시,서대문구,서울특별시 서대문구 통일로37길 18,서울특별시 서대문구 홍제동 306-8,37.58755181,126.943992,02-391-5140
729,2263,CU,서울특별시,서대문구,서울특별시 서대문구 통일로39길 22,서울특별시 서대문구 홍제동 308-8,37.588113,126.943072,02-379-9413
730,2264,CU,서울특별시,서대문구,서울특별시 서대문구 모래내로 411,서울특별시 서대문구 홍제동 471,37.58505729,126.9409086,02-394-2992
731,2265,CU,서울특별시,서대문구,서울특별시 서대문구 증가로 264,서울특별시 서대문구 북가좌동 342-14,37.58407849,126.9111953,02-376-7267
732,2266,CU,서울특별시,서대문구,서울특별시 서대문구 거북골로 223,서울특별시 서대문구 북가좌동 348-17,37.57975121,126.9066496,02-302-1189
733,2267,GS25,서울특별시,서대문구,서울특별시 서대문구 거북골로 170,서울특별시 서대문구 북가좌동 424-53,37.57665802,126.9114653,02-373-1963
734,2268,GS25,서울특별시,서대문구,서울특별시 서대문구 증가로12나길 101,서울특별시 서대문구 북가좌동 3-15,37.58271266,126.9198566,02-303-8334
735,2269,GS25,서울특별시,서대문구,서울특별시 서대문구 연세로11길 16,서울특별시 서대문구 창천동 52-150,37.55903448,126.9358934,02-325-8256
736,2270,GS25,서울특별시,서대문구,서울특별시 서대문구 연세로9길 8,서울특별시 서대문구 창천동 33-14,37.55857771,126.9364521,02-335-1919
737,2271,미니스톱,서울특별시,서대문구,서울특별시 서대문구 연세로4길 12,서울특별시 서대문구 창천동 29-111,37.55700489,126.9377427,02-365-1797
738,2272,CU,서울특별시,서대문구,서울특별시 서대문구 연대동문길 26,서울특별시 서대문구 대신동 50-1,37.56358512,126.9438075,02-365-6914
739,2273,GS25,서울특별시,서대문구,서울특별시 서대문구 봉원사길6,서울특별시 서대문구 대신동 125-27,37.56699207,126.9467524,02-392-9225
740,2274,GS25,서울특별시,서대문구,서울특별시 서대문구 이화여대길 52,서울특별시 서대문구 대현동 11-10,37.56446452,126.9502888,02-312-2941
741,2275,미니스톱,서울특별시,서대문구,서울특별시 서대문구 이화여대길 7,서울특별시 서대문구 대현동 40-4,37.55723449,126.945642,02-362-8568
742,2276,세븐일레븐,서울특별시,서대문구,서울특별시 서대문구 이화여대3길 6,서울특별시 서대문구 대현동 56-19,37.55810919,126.9454547,02-393-6428
743,2305,gs25 사당남사,서울특별시,동작구,서울특별시 동작구 동작대로 17길 10,서울특별시 동작구 사당동 1005-54,37.48285656,126.9808108,02-521-2274
744,2306,미니스톱 사당점,서울특별시,동작구,서울특별시 동작구 동작대로7길 12,서울특별시 동작구 사당동 1030-10,37.47998055,126.9808613,02-582-8316
745,2307,cu 사당태양점,서울특별시,동작구,서울특별시 동작구 동작대로35길 21,서울특별시 동작구 사당동 71-1,37.4909801,126.9811118,02-3482-8940
746,2308,CU  목4동점,서울특별시,양천구,서울특별시 양천구 목동중앙남로5길 46,서울특별시 양천구 목동 728-21,37.536927,126.864389,02-2648-3547
747,2309,gs25 사당이화,서울특별시,동작구,서울특별시 동작구 동작대로 35길 18. 1층,서울특별시 동작구 사당동 39-18,37.4911171,126.9813877,02-536-7992
750,2312,세븐일레븐 롯데캐슬점,서울특별시,동작구,서울특별시 동작구 사당로27길 190,서울특별시 동작구 사당동 1132,37.49096018,126.9715998,070-4177-2682
751,2313,세븐일레븐 사당6호점,서울특별시,동작구,서울특별시 동작구 사당로2차길 2,서울특별시 동작구 사당동 202-28,37.4877688,126.9648575,02-588-5874
753,2315,cu 노량진초교점,서울특별시,동작구,서울특별시 동작구 장승배기로 164,서울특별시 동작구 노량진동 50-2,37.5123132,126.9403965,02-3280-1110
754,2316,cu 노량진중심점,서울특별시,동작구,서울특별시 동작구 장승배기로 122,서울특별시 동작구 노량진동 231-112,37.50849654,126.9403769,070-7788-2481
759,2348,CU  신월가로공원점,서울특별시,양천구,서울특별시 양천구 가로공원로 142,서울특별시 양천구 신월동 94-9,37.53611031,126.831719,02-2696-3324
760,2349,CU  신월장수공원점,서울특별시,양천구,서울특별시 양천구 월정로 15,서울특별시 양천구 신월동 514-17,37.521238,126.843526,02-2605-4595
761,2350,CU  이대목동병원점,서울특별시,양천구,"서울특별시 양천구 안양천로 1071, 이대목동병원",서울특별시 양천구 목동 911-1,37.536983,126.886746,02-2653-8765
762,2351,CU  목동아카데미점,서울특별시,양천구,서울특별시 양천구 오목로 276-6,서울특별시 양천구 목동 408-53,37.524991,126.867881,02-2644-3285
763,2352,CU  목동하이페리온점,서울특별시,양천구,"서울특별시 양천구 오목로 300, 목동 현대 하이페리온2 201동",서울특별시 양천구 목동 961,37.524831,126.870022,02-2640-0855
764,2353,CU  신정중앙로점,서울특별시,양천구,"서울특별시 양천구 오목로37길 22, 비동",서울특별시 양천구 신정동 912-11,37.526963,126.856085,02-6338-3663
765,2354,GS25  목동리치,서울특별시,양천구,"서울특별시 양천구 목동중앙북로7가길 61, 목동 RICH SQUARE",서울특별시 양천구 목동 613-1,37.549728,126.864175,02-2645-7580
766,2355,GS25  목동스위트,서울특별시,양천구,"서울특별시 양천구 목동서로 65, 목동가든스위트",서울특별시 양천구 목동 907-5,37.536125,126.878732,02-2062-3007
767,2356,GS25  신월태진,서울특별시,양천구,서울특별시 양천구 중앙로55길 28,서울특별시 양천구 신월동 457-13,37.526414,126.846328,02-2603-8020
768,2357,GS25  신정성의,서울특별시,양천구,서울특별시 양천구 중앙로54길 21,서울특별시 양천구 신정동 932-9,37.526562,126.852094,02-2691-7268
769,2358,세븐일레븐  목동점,서울특별시,양천구,"서울특별시 양천구 목동동로 130, 목동신시가지아파트14단지",서울특별시 양천구 신정동 329,37.514999,126.8712369,02-2645-4572
770,2359,세븐일레븐  신정2점,서울특별시,양천구,서울특별시 양천구 신월로 321,서울특별시 양천구 신정동 977-16,37.521767,126.856516,02-2696-7575
771,2360,세븐일레븐  신정타운점,서울특별시,양천구,"서울특별시 양천구 목동동로 50, 목동신시가지아파트12단지 1201동",서울특별시 양천구 신정동 326,37.512094,126.860289,02-2061-9105
772,2361,세븐일레븐  신월3호점,서울특별시,양천구,서울특별시 양천구 신월로 150,서울특별시 양천구 신월동 549-1,37.517104,126.840476,02-2698-5839
798,2409,GS25성북한천로,서울특별시,성북구,서울특별시 성북구 한천로 572,서울특별시 성북구석관동 124-34,37.6108434,127.0630028,02-965-5152
799,2410,GS25성신미디어,서울특별시,성북구,서울특별시 성북구 보문로32길 69,서울특별시 성북구동선동2가 142-3,37.59060167,127.0199813,02-923-7978
800,2411,GS25성신행운,서울특별시,성북구,서울특별시 성북구 보문로30가길 12,서울특별시 성북구안암동1가 47-2,37.589201,127.0203049,02-923-8449
801,2412,GS25정릉대우,서울특별시,성북구,서울특별시 성북구 보국문로 14,서울특별시 성북구정릉동 413-16,37.60590885,127.0114156,02-909-9010
802,2413,GS25한성대,서울특별시,성북구,서울특별시 성북구 삼선교로10나길 3,서울특별시 성북구삼선동1가 266,37.5866242,127.0095148,02-3675-3921
803,2414,GS25동덕여대사랑,서울특별시,성북구,서울특별시 성북구 화랑로13길 42,서울특별시 성북구하월곡동 21-56,37.60512716,127.0417578,02-915-7705
804,2415,GS25성북석관,서울특별시,성북구,"서울특별시 성북구 돌곶이로 46, 1층",서울특별시 성북구석관동 301-8,37.6082436,127.0598793,02-959-2273
805,2416,GS25석관미소,서울특별시,성북구,서울특별시 성북구 돌곶이로8바길 39,서울특별시 성북구석관동 67-18,37.6089057,127.0637025,02-959-0920
806,2417,GS25성북장위,서울특별시,성북구,서울특별시 성북구 화랑로33길 39,서울특별시 성북구장위동 66-9,37.6118122,127.0545188,02-912-0177
807,2418,GS25성북희망점,서울특별시,성북구,서울특별시 성북구 삼선교로18나길 26,서울특별시 성북구삼선동5가 73-3,37.5878036,127.0143731,02-929-2527
808,2419,미니스톱상월곡역점,서울특별시,성북구,서울특별시 성북구 화랑로 186,서울특별시 성북구석관동 341-16,37.60743005,127.0510151,02-6348-0830
809,2420,미니스톱장위중앙점,서울특별시,성북구,서울특별시 성북구 장위로 38,서울특별시 성북구장위동 231-590,37.614201,127.0407016,1577-9621
810,2421,미니스톱장위점,서울특별시,성북구,서울특별시 성북구 장월로 113,서울특별시 성북구장위동 238-122,37.6159414,127.0483295,02-918-2306
811,2422,미니스톱정릉서경대점,서울특별시,성북구,서울특별시 성북구 보국문로16길 48,서울특별시 성북구정릉동 266-390,37.61201771,127.0097602,02-998-8580
812,2423,미니스톱안암역점,서울특별시,성북구,서울특별시 성북구 고려대로 95,서울특별시 성북구안암동5가 100-9,37.586422,127.0300034,02-929-2980
813,2424,세븐일레븐보문점,서울특별시,성북구,서울특별시 성북구 안암로1길 45,서울특별시 성북구보문동7가 23-7,37.5805073,127.0224295,02-927-4203
814,2425,세븐일레븐삼선동점,서울특별시,성북구,서울특별시 성북구 삼선교로23길 21,서울특별시 성북구삼선동4가 204-3,37.5903246,127.013819,02-922-5836
815,2426,세븐일레븐성북구청후문점,서울특별시,성북구,서울특별시 성북구 보문로32길 14,서울특별시 성북구삼선동5가 409,37.58940918,127.0173507,02-923-3375
817,2428,세븐일레븐성신여대정문점,서울특별시,성북구,서울특별시 성북구 보문로34나길 3,서울특별시 성북구동선동3가 234,37.5915026,127.0203356,02-921-7532
818,2429,세븐일레븐월곡삼양점,서울특별시,성북구,서울특별시 성북구 오패산로17길 40,서울특별시 성북구하월곡동 83-28,37.6079243,127.0338384,02-941-7008
819,2430,세븐일레븐정릉대로점,서울특별시,성북구,서울특별시 성북구 정릉로 326,서울특별시 성북구정릉동 16-169,37.6020315,127.0193099,02-942-2840
820,2431,세븐일레븐정릉이수점,서울특별시,성북구,서울특별시 성북구 북악산로 842,서울특별시 성북구정릉동 45-39,37.5992011,127.0176971,02-909-2725
821,2432,세븐일레븐 성북성신여고점,서울특별시,성북구,서울특별시 성북구 동소문로 26가길 40,서울특별시 성북구동선동3가 76,37.5947547,127.0211402,02-6369-4845
822,2433,씨스페이스장위점,서울특별시,성북구,서울특별시 성북구 장월로 89-1,서울특별시 성북구장위동 238-198,37.6138424,127.0487142,02-3292-1999
823,2434,씨스페이스정릉3점,서울특별시,성북구,서울특별시 성북구 솔샘로6길 66,서울특별시 성북구정릉동 372-7,37.60873105,127.0077307,02-916-0103
824,2438,CU고려대안암병원점,서울특별시,성북구,서울특별시 성북구 고려대로 73,서울특별시 성북구 안암동5가 126-1,37.58711178,127.0263579,02-922-2228
825,2439,CU동덕우체국점,서울특별시,성북구,서울특별시 성북구 화랑로13길 79-2,서울특별시 성북구하월곡동 73-21,37.6066219,127.0407525,02-942-9552
826,2440,CU성북로데오점,서울특별시,성북구,서울특별시 성북구 동소문로20가길 22,서울특별시 성북구동선동1가 100,37.59263467,127.0177319,02-929-0622
827,2441,CU성북삼선점,서울특별시,성북구,서울특별시 성북구 삼선교로 16길 48,서울특별시 성북구삼선동2가 212-1,37.5861266,127.0108003,02-6012-6209
828,2442,CU성북점,서울특별시,성북구,서울특별시 성북구 성북로8길 4,서울특별시 성북구성북동 184-48,37.5906171,127.0043319,02-747-4634
829,2443,CU성신여대역점,서울특별시,성북구,서울특별시 성북구 동소문로 93,서울특별시 성북구동소문동6가 116,37.59268903,127.0156761,02-922-1017
830,2444,CU정릉청수점,서울특별시,성북구,서울특별시 성북구 보국문로32길 3,서울특별시 성북구정릉동 966-101,37.6172001,127.0024647,02-910-7072
831,2445,CU종암행복점,서울특별시,성북구,서울특별시 성북구 종암로5길 29,서울특별시 성북구종암동 34-6,37.5940509,127.0342589,02-926-4626
832,2446,CU보문좋은점,서울특별시,성북구,서울특별시 성북구 지봉로 175,서울특별시 성북구보문동2가 75-15,37.5850057,127.0181328,02-926-2525
833,2447,GS25고대종암,서울특별시,성북구,서울특별시 성북구 북악산로27길 14,서울특별시 성북구종암동 31-46,37.59213004,127.0344125,02-929-0567
834,2448,GS25길음뉴타운,서울특별시,성북구,서울특별시 성북구 삼양로13길 45,서울특별시 성북구길음동 1281-6,37.61072626,127.0196517,02-929-1315
835,2449,GS25길음본,서울특별시,성북구,서울특별시 성북구 길음로 33,서울특별시 성북구길음동 1284,37.60504961,127.022011,02-918-2212
836,2450,GS25성북동진,서울특별시,성북구,서울특별시 성북구 종암로 54,서울특별시 성북구종암동 10-178,37.59502349,127.0361673,02-913-5557
837,2451,세븐일레븐 한양본점,서울특별시,성동구,서울특별시 성동구 마조로5길 8,서울특별시 성동구 행당동 4-27,37.56012487,127.0402266,02-2281-0779
838,2483,CU 성동금호점,서울특별시,성동구,서울특별시 성동구 장터길 34,서울특별시 성동구 금호동4가 1192,37.548142,127.0196133,02-2298-3760
839,2484,CU 성동신한점,서울특별시,성동구,서울특별시 성동구 고산자로 269,서울특별시 성동구 도선동 14번지 신한넥스텔 102호,37.563648,127.0357573,02-2281-7230
840,2485,CU 왕십리도선점,서울특별시,성동구,서울특별시 성동구 무학로2길 41,서울특별시 성동구 도선동 148번지 외 2필지,37.56292703,127.034361,02-2295-7230
841,2486,CU 금호두산점,서울특별시,성동구,서울특별시 성동구 행당동 35,서울특별시 성동구 금호1가동128-1번지,37.557009,127.043695,02-2295-2850
842,2487,GS25 성수햇살점,서울특별시,성동구,서울특별시 성동구 성덕정길 128,서울특별시 성동구 성수2가1동 223-11,37.53653315,127.0575707,02-2205-5337
843,2488,GS25 한양여대점,서울특별시,성동구,서울특별시 성동구 사근동10길 16,서울특별시 성동구 사근동 190-11,37.5603507,127.0490812,02-2299-8120
844,2489,GS25 한양대후문점,서울특별시,성동구,서울특별시 성동구 사근동길 10,서울특별시 성동구 행당1동 16-15,37.56021428,127.0422154,02-2282-1013
845,2490,GS25 행당벽산점,서울특별시,성동구,"서울특별시 성동구 행당로6길 2, 1층101,102호","서울특별시 성동구 금호동1가 , 종합사회복지관상가동",37.55539336,127.0253734,02-2299-7925
846,2491,미니스톱 성동도선점,서울특별시,성동구,서울특별시 성동구 왕십리로20길 26,서울특별시 성동구 도선동 4-3,37.56400786,127.0355689,02-2297-7319
847,2492,미니스톱 뚝섬점,서울특별시,성동구,서울특별시 성동구 상원8길 1,서울특별시 성동구 성수동1가 13-104,37.54892066,127.048282,02-499-3110
848,2493,미니스톱 디지털타워점,서울특별시,성동구,서울특별시 성동구 성수일로4길 25,서울특별시 성동구 성수동2가 308-4,37.542509,127.0518608,02-2115-8388
849,2494,미니스톱 성수2가점,서울특별시,성동구,서울특별시 성동구 광나루로 238,서울특별시 성동구 성수동2가 289-1,37.54922352,127.056127,02-497-3110
850,2495,세븐일레븐 왕십리제일점,서울특별시,성동구,서울특별시 성동구 무학봉15가길 7,서울특별시 성동구 하왕십리동 985-9,37.561055,127.0302616,070-7795-6641
851,2496,미니스톱 구로구청점,서울특별시,구로구,서울특별시 구로구 가마산로22길 10(구로동),서울특별시 구로구 구로동 82-4,37.4939413,126.8874488,02-859-1390
852,2497,미니스톱 구로공단역점,서울특별시,구로구,서울특별시 구로구 디지털로32나길 35(구로동),서울특별시 구로구 구로동 1124-44,37.48471224,126.9008335,02-864-6872
853,2498,미니스톱 구로지플러스점,서울특별시,구로구,서울특별시 구로구 디지털로32가길 16(구로동),서울특별시 구로구 구로동 1128-3,37.4829104,126.898574,02-851-4366
857,2502,세븐일레븐 고척푸르지오점,서울특별시,구로구,서울특별시 구로구 중앙로 109(고척동),서울특별시 구로구 고척동339-1,37.5070541,126.8595113,02-2060-8367
858,2503,세븐일레븐 고척청마루점,서울특별시,구로구,서울특별시 구로구 중앙로 14길 31(고척동),서울특별시 구로구 고척동 39-6,37.50761415,126.8631037,02-2684-1719
859,2504,세븐일레븐 구일역점,서울특별시,구로구,서울특별시 구로구 구일로 110(구로동),서울특별시 구로구 구로동 642-108,37.4950273,126.872004,02-851-1795
860,2525,CU 고척리가점,서울특별시,구로구,서울특별시 구로구 중앙로14길 23(고척동),서울특별시 구로구 고척동 41-3,37.5069602,126.8626241,02-707-2250
861,2526,CU 구로포스큐,서울특별시,구로구,"서울특별시 구로구 공원로11(구로동,102호)",서울특별시 구로구 구로동 106-2,37.4981598,126.8919457,02-830-7248
862,2527,CU 오류현대점,서울특별시,구로구,서울특별시 구로구 경인로20나길 30(오류동),서울특별시 구로구 오류동 46-1,37.4948667,126.8420247,02-2066-2287
863,2528,CU 한신IT타워점,서울특별시,구로구,서울특별시 구로구 디지털로 272(구로동),서울특별시 구로구 구로동 235,37.48250101,126.894424,02-866-2101
864,2529,CU 구로파트너점,서울특별시,구로구,서울특별시 구로구 디지털로32가길 16(구로동),서울특별시 구로구 구로동 1128-3,37.4829104,126.898574,02-2028-3335
865,2530,CU 구로희망점,서울특별시,구로구,서울특별시 구로구 디지털로31길 53(구로동),서울특별시 구로구 구로동 197-13,37.485463,126.8924069,02-852-3658
866,2531,CU 신세계I&C점,서울특별시,구로구,서울특별시 구로구 디지털로31길 61(구로동),서울특별시 구로구 구로동197-12,37.48591141,126.8915302,02-851-2337
867,2532,GS25 고척세곡,서울특별시,구로구,서울특별시 구로구 고척로33길 60(고척동),서울특별시 구로구 고척동 241-129,37.5052065,126.8480204,02-2613-9980
868,2533,GS25 구로W타워,서울특별시,구로구,서울특별시 구로구 경인로53길 90(구로동),서울특별시 구로구 구로동 615-3,37.5045551,126.8751754,02-6124-3343
869,2534,GS25 구로가리봉,서울특별시,구로구,서울특별시 구로구 우마길 1 (가리봉동),서울특별시 구로구 가리봉동 122-21,37.4825185,126.8875206,02-858-6648
870,2535,GS25 구로개봉,서울특별시,구로구,서울특별시 구로구 고척로19길 16(개봉동),서울특별시 구로구 개봉동 62-19,37.5019437,126.8453347,02-2611-8663
871,2536,GS25 구로문성,서울특별시,구로구,"서울특별시 구로구 디지털로32가길 72(구로동,101호)",서울특별시 구로구 구로동 1129-18,37.4805275,126.8969729,02-830-8770
